club,clubLabel,venue,venueLabel,coordinates,Longitude,Latitude,Transfermarkt_team_ID,headquarters_location,headquarters_locationLabel
http://www.wikidata.org/entity/Q1022933,C.A. Rentistas,http://www.wikidata.org/entity/Q3288777,Estadio Complejo Rentistas,Point(-56.165854 -34.776394),-56.165854,-34.776394,10632,http://www.wikidata.org/entity/Q1335,Montevideo
http://www.wikidata.org/entity/Q1022938,San Martín de Tucumán,http://www.wikidata.org/entity/Q5400316,Estadio La Ciudadela,Point(-65.22960556 -26.83628056),-65.22960556,-26.83628056,,http://www.wikidata.org/entity/Q44255,San Miguel de Tucumán
http://www.wikidata.org/entity/Q1022939,Club Atlético Talleres,http://www.wikidata.org/entity/Q1062157,Estadio Mario Alberto Kempes,Point(-64.246244 -31.368956),-64.246244,-31.368956,,http://www.wikidata.org/entity/Q44210,Córdoba
http://www.wikidata.org/entity/Q1022941,Talleres de Remedios de Escalada,http://www.wikidata.org/entity/Q3733349,Estadio de Talleres,Point(-58.40405 -34.72178),-58.40405,-34.72178,,http://www.wikidata.org/entity/Q2291654,Remedios de Escalada
http://www.wikidata.org/entity/Q1023125,C.D.P. Curi,http://www.wikidata.org/entity/Q5400318,Estadio La Granja,Point(-71.230707 -34.974356),-71.230707,-34.974356,,http://www.wikidata.org/entity/Q13030,Curicó
http://www.wikidata.org/entity/Q1023158,C.D. Anáhuac,http://www.wikidata.org/entity/Q1369652,Tecnológico Stadium,Point(-100.286417 25.65225),-100.286417,25.65225,,,
http://www.wikidata.org/entity/Q1023163,Clube Desportivo das Aves,http://www.wikidata.org/entity/Q968244,Estádio do CD das Aves,Point(-8.35476 41.378077),-8.35476,41.378077,3336,http://www.wikidata.org/entity/Q1751766,Vila das Aves
http://www.wikidata.org/entity/Q1023166,Club Deportivo Barrio Mexico,http://www.wikidata.org/entity/Q8842819,"Estadio José Joaquín ""Coyella"" Fonseca",Point(-84.056666666 9.946111111),-84.05666667,9.946111111,,,
http://www.wikidata.org/entity/Q1023170,Deportivo Colonia,http://www.wikidata.org/entity/Q5400367,Estadio Miguel Campomar,Point(-57.444167 -34.425833),-57.444167,-34.425833,,,
http://www.wikidata.org/entity/Q1023181,CD Elá Nguema,http://www.wikidata.org/entity/Q1510743,Estadio de Malabo,Point(8.769167 3.725),8.769167,3.725,,http://www.wikidata.org/entity/Q3818,Malabo
http://www.wikidata.org/entity/Q1023182,Club Deportivo ESPOLI,http://www.wikidata.org/entity/Q5400193,Estadio Etho Vega,Point(-79.148533333 -0.249708333),-79.14853333,-0.249708333,,http://www.wikidata.org/entity/Q2900,Quito
http://www.wikidata.org/entity/Q1023185,Tecos F.C.,http://www.wikidata.org/entity/Q579997,Estadio Tres de Marzo,Point(-103.416111111 20.693888888),-103.4161111,20.69388889,,http://www.wikidata.org/entity/Q9022,Guadalajara
http://www.wikidata.org/entity/Q1023187,C.D. Green Cross,http://www.wikidata.org/entity/Q911911,Estadio Municipal Germán Becker,Point(-72.619722 -38.742778),-72.619722,-38.742778,,http://www.wikidata.org/entity/Q2887,Santiago
http://www.wikidata.org/entity/Q1023191,Club Deportivo Huachipato,http://www.wikidata.org/entity/Q962877,Estadio CAP,Point(-73.107222 -36.755556),-73.107222,-36.755556,6368,http://www.wikidata.org/entity/Q41997,Talcahuano
http://www.wikidata.org/entity/Q1023193,Atlético Irapuato,http://www.wikidata.org/entity/Q1369635,Estadio Sergio León Chávez,Point(-101.3563 20.6845),-101.3563,20.6845,,http://www.wikidata.org/entity/Q816845,Irapuato
http://www.wikidata.org/entity/Q1023195,Deportivo Lara,http://www.wikidata.org/entity/Q1369388,Estadio Metropolitano de Fútbol de Lara,Point(-69.219858 9.993544),-69.219858,9.993544,,http://www.wikidata.org/entity/Q580968,Cabudare
http://www.wikidata.org/entity/Q1023199,Deportivo Maldonado,http://www.wikidata.org/entity/Q29640,Estadio Domingo Burgueño,Point(-54.955278 -34.914444),-54.955278,-34.914444,,http://www.wikidata.org/entity/Q16258,Maldonado
http://www.wikidata.org/entity/Q1023201,C.D. Marathón,http://www.wikidata.org/entity/Q3495911,Estadio Yankel Rosenthal Cuello,Point(-87.999167 15.495556),-87.999167,15.495556,,http://www.wikidata.org/entity/Q274584,San Pedro Sula
http://www.wikidata.org/entity/Q1023202,C.D. Maxaquene,http://www.wikidata.org/entity/Q2209011,Estádio do Maxaquene,Point(32.577955 -25.97452),32.577955,-25.97452,,http://www.wikidata.org/entity/Q3889,Maputo
http://www.wikidata.org/entity/Q1023205,Club Deportivo Motagua,http://www.wikidata.org/entity/Q619322,Estadio Tiburcio Carías Andino beach,Point(-87.203978 14.098403),-87.203978,14.098403,,http://www.wikidata.org/entity/Q3238,Tegucigalpa
http://www.wikidata.org/entity/Q1023208,Club Olimpia Deportivo,http://www.wikidata.org/entity/Q619322,Estadio Tiburcio Carías Andino beach,Point(-87.203978 14.098403),-87.203978,14.098403,,http://www.wikidata.org/entity/Q3238,Tegucigalpa
http://www.wikidata.org/entity/Q1023214,Clube Desportivo Primeiro de Agosto,http://www.wikidata.org/entity/Q3321268,Estádio da Cidadela,Point(13.255889 -8.827389),13.255889,-8.827389,,http://www.wikidata.org/entity/Q3897,Luanda
http://www.wikidata.org/entity/Q1023222,Santiago Morning,http://www.wikidata.org/entity/Q5400421,Estadio Municipal de La Pintana,Point(-70.635833 -33.586667),-70.635833,-33.586667,,http://www.wikidata.org/entity/Q14464,La Pintana
http://www.wikidata.org/entity/Q1023227,CD Tondela,http://www.wikidata.org/entity/Q16632396,Estádio João Cardoso,Point(-8.08282 40.512),-8.08282,40.512,7179,http://www.wikidata.org/entity/Q796656,Tondela
http://www.wikidata.org/entity/Q1023233,C.D. Trofense,http://www.wikidata.org/entity/Q3446875,Estádio do Clube Desportivo Trofense,Point(-8.564367 41.332833),-8.564367,41.332833,,http://www.wikidata.org/entity/Q987964,Trofa
http://www.wikidata.org/entity/Q1023235,Tiburones Rojos de Veracruz,http://www.wikidata.org/entity/Q1369353,"Estadio Luis ""Pirata"" Fuente",Point(-96.125017 19.164222),-96.125017,19.164222,,http://www.wikidata.org/entity/Q993904,Orizaba
http://www.wikidata.org/entity/Q1023236,CD Zacatepec,http://www.wikidata.org/entity/Q320454,Estadio Azteca,Point(-99.150555555 19.303055555),-99.15055556,19.30305556,,http://www.wikidata.org/entity/Q139255,Zacatepec Municipality
http://www.wikidata.org/entity/Q1023500,CSF CFR 1933 Timișoara,http://www.wikidata.org/entity/Q7596370,Stadionul CFR,Point(21.21052 45.753859),21.21052,45.753859,,,
http://www.wikidata.org/entity/Q1023500,CSF CFR 1933 Timișoara,http://www.wikidata.org/entity/Q7596370,Stadionul CFR,Point(21.2105 45.7539),21.2105,45.7539,,,
http://www.wikidata.org/entity/Q1023532,Atlas F.C.,http://www.wikidata.org/entity/Q1346716,Jalisco Stadium,Point(-103.328139 20.705),-103.328139,20.705,8590,http://www.wikidata.org/entity/Q9022,Guadalajara
http://www.wikidata.org/entity/Q1023533,C.F. Cuautitlán,http://www.wikidata.org/entity/Q16027308,Estadio Municipal Claudio Suárez,Point(-98.8921 19.513),-98.8921,19.513,,,
http://www.wikidata.org/entity/Q1023537,Colibríes de Morelos,http://www.wikidata.org/entity/Q5848139,Estadio Mariano Matamoros,Point(-99.2364 18.7694),-99.2364,18.7694,,,
http://www.wikidata.org/entity/Q1023537,Colibríes de Morelos,http://www.wikidata.org/entity/Q5848139,Estadio Mariano Matamoros,Point(-99.23641944 18.76954722),-99.23641944,18.76954722,,,
http://www.wikidata.org/entity/Q1023543,Club de Fútbol Laguna,http://www.wikidata.org/entity/Q1369155,Estadio Corona,Point(-103.403056 25.555),-103.403056,25.555,,http://www.wikidata.org/entity/Q53079,Coahuila
http://www.wikidata.org/entity/Q1023546,Jabatos de Nuevo León,http://www.wikidata.org/entity/Q771800,Estadio Universitario,Point(-100.312055555 25.722805555),-100.3120556,25.72280556,,,
http://www.wikidata.org/entity/Q1023556,Club de Futbol Universidad de Costa Rica,http://www.wikidata.org/entity/Q3371208,Estadio Ecológico,Point(-84.0441 9.94455),-84.0441,9.94455,,http://www.wikidata.org/entity/Q3070,San José
http://www.wikidata.org/entity/Q1023966,COD Meknès,http://www.wikidata.org/entity/Q3495960,Stade d'Honneur,Point(-5.53957 33.8915),-5.53957,33.8915,,http://www.wikidata.org/entity/Q178663,Meknes
http://www.wikidata.org/entity/Q1024264,Clube de Regatas Brasil,http://www.wikidata.org/entity/Q5402169,Estádio Rei Pelé,Point(-35.759167 -9.670556),-35.759167,-9.670556,11449,http://www.wikidata.org/entity/Q168888,Maceió
http://www.wikidata.org/entity/Q1024288,CRKSV Jong Colombia,http://www.wikidata.org/entity/Q1637216,Ergilio Hato Stadium,Point(-68.88754722 12.15274444),-68.88754722,12.15274444,,,
http://www.wikidata.org/entity/Q1024337,Sarmiento de Junin,http://www.wikidata.org/entity/Q582585,Estadio Doroteo Guamuch Flores,Point(-90.510489 14.625764),-90.510489,14.625764,9709,http://www.wikidata.org/entity/Q1555,Guatemala City
http://www.wikidata.org/entity/Q1024337,Sarmiento de Junin,http://www.wikidata.org/entity/Q3025641,Estadio Cementos Progreso,Point(-90.488547 14.676078),-90.488547,14.676078,9709,http://www.wikidata.org/entity/Q1555,Guatemala City
http://www.wikidata.org/entity/Q1024338,Defensa y Justicia,http://www.wikidata.org/entity/Q5400433,"Estadio Norberto ""Tito"" Tomaghello",Point(-58.286511 -34.821753),-58.286511,-34.821753,2402,http://www.wikidata.org/entity/Q2359107,Florencio Varela
http://www.wikidata.org/entity/Q1024341,C.S.D. Municipal,http://www.wikidata.org/entity/Q3050285,Estadio El Trébol,Point(-90.53472222 14.61694444),-90.53472222,14.61694444,,http://www.wikidata.org/entity/Q1555,Guatemala City
http://www.wikidata.org/entity/Q1024343,C.S.D. Villa Española,http://www.wikidata.org/entity/Q8842870,Estadio Obdulio Varela,Point(-56.12243889 -34.85823889),-56.12243889,-34.85823889,,http://www.wikidata.org/entity/Q1335,Montevideo
http://www.wikidata.org/entity/Q1024390,CSM Politehnica Iași,http://www.wikidata.org/entity/Q2262973,Stadionul Emil Alexandrescu,Point(27.561389 47.184583),27.561389,47.184583,33966,http://www.wikidata.org/entity/Q46852,Iași
http://www.wikidata.org/entity/Q1024393,CSM Pașcani,http://www.wikidata.org/entity/Q7596369,Stadionul CFR,Point(26.71097778 47.25002222),26.71097778,47.25002222,,,
http://www.wikidata.org/entity/Q1024395,CSM Râmnicu Vâlcea,http://www.wikidata.org/entity/Q7596430,Stadionul Municipal,Point(24.352222 45.103056),24.352222,45.103056,,,
http://www.wikidata.org/entity/Q1024397,CSM Reșița,http://www.wikidata.org/entity/Q7596415,Stadionul Mircea Chivu,Point(21.8897 45.2817),21.8897,45.2817,,http://www.wikidata.org/entity/Q75634,Reșița
http://www.wikidata.org/entity/Q1024460,C.S. Cartaginés,http://www.wikidata.org/entity/Q1657264,Estadio José Rafael Fello Meza Ivankovich,Point(-83.918713 9.858472),-83.918713,9.858472,,http://www.wikidata.org/entity/Q30617,Cartago
http://www.wikidata.org/entity/Q1024463,CS Concordia Chiajna,http://www.wikidata.org/entity/Q2607402,Stadionul Concordia,Point(25.975278 44.462778),25.975278,44.462778,,http://www.wikidata.org/entity/Q375699,Chiajna
http://www.wikidata.org/entity/Q1024468,CS Fola Esch,http://www.wikidata.org/entity/Q3496262,Stade Émile Mayrisch,Point(5.989722222 49.492222222),5.989722222,49.49222222,,http://www.wikidata.org/entity/Q16010,Esch-sur-Alzette
http://www.wikidata.org/entity/Q1024472,CS Oberkorn,http://www.wikidata.org/entity/Q7596160,Stade Municipal,Point(5.889819 49.513892),5.889819,49.513892,,,
http://www.wikidata.org/entity/Q1024474,Miramar Misiones,http://www.wikidata.org/entity/Q3621863,Parque Luis Méndez Piana,Point(-56.153317 -34.896869),-56.153317,-34.896869,,http://www.wikidata.org/entity/Q1335,Montevideo
http://www.wikidata.org/entity/Q1024476,CS Pétange,http://www.wikidata.org/entity/Q7596144,"Stade Municipal, Pétange",Point(5.856486111 49.557211111),5.856486111,49.55721111,48712,http://www.wikidata.org/entity/Q602441,Pétange
http://www.wikidata.org/entity/Q1024481,CS Turnu Severin,http://www.wikidata.org/entity/Q3331098,Stadionul Municipal,Point(22.667222 44.638611),22.667222,44.638611,34767,http://www.wikidata.org/entity/Q193890,Drobeta-Turnu Severin
http://www.wikidata.org/entity/Q1024482,CS Sfaxien,http://www.wikidata.org/entity/Q1851717,Stade Taïeb Mhiri,Point(10.746111111 34.733611111),10.74611111,34.73361111,,http://www.wikidata.org/entity/Q46325,Sfax
http://www.wikidata.org/entity/Q1024486,Club Sport Uruguay de Coronado,http://www.wikidata.org/entity/Q3495782,Q3495782,Point(-84.0069 9.97276),-84.0069,9.97276,,,
http://www.wikidata.org/entity/Q1026206,Calais RUFC,http://www.wikidata.org/entity/Q2325956,Stade de l'Épopée,Point(1.899322 50.956998),1.899322,50.956998,,http://www.wikidata.org/entity/Q6454,Calais
http://www.wikidata.org/entity/Q1026324,S.S. Chieti Calcio,http://www.wikidata.org/entity/Q1133191,Stadio Guido Angelini,Point(14.136389 42.343611),14.136389,42.343611,5543,http://www.wikidata.org/entity/Q13138,Chieti
http://www.wikidata.org/entity/Q1026955,California Victory,http://www.wikidata.org/entity/Q4263361,Kezar Stadium,Point(-122.456111111 37.766944444),-122.4561111,37.76694444,,http://www.wikidata.org/entity/Q62,San Francisco
http://www.wikidata.org/entity/Q1028538,Macaé Esporte Futebol Clube,http://www.wikidata.org/entity/Q10276846,Moacyrzão,Point(-41.77158056 -22.35650278),-41.77158056,-22.35650278,,http://www.wikidata.org/entity/Q473250,Macaé
http://www.wikidata.org/entity/Q1028545,Associação Desportiva Recreativa e Cultural Icasa,http://www.wikidata.org/entity/Q5402099,Estádio Mauro Sampaio,Point(-39.3178 -7.2242),-39.3178,-7.2242,,http://www.wikidata.org/entity/Q817227,Juazeiro do Norte
http://www.wikidata.org/entity/Q1029032,Luverdense Esporte Clube,http://www.wikidata.org/entity/Q10277269,Estádio Municipal Passo das Emas,Point(-55.9242 -13.0744),-55.9242,-13.0744,21599,http://www.wikidata.org/entity/Q2012618,Lucas do Rio Verde
http://www.wikidata.org/entity/Q1029041,Tupi Football Club,http://www.wikidata.org/entity/Q5402116,Estádio Municipal Radialista Mário Helênio,Point(-43.378056 -21.7875),-43.378056,-21.7875,8294,http://www.wikidata.org/entity/Q193019,Juiz de Fora
http://www.wikidata.org/entity/Q1029050,Duque de Caxias Futebol Clube,http://www.wikidata.org/entity/Q5402161,Estádio Romário de Souza Faria,Point(-43.305108 -22.585503),-43.305108,-22.585503,15656,http://www.wikidata.org/entity/Q193021,Duque de Caxias
http://www.wikidata.org/entity/Q1029258,Tanjong Pagar United FC,http://www.wikidata.org/entity/Q7271108,Queenstown Stadium,Point(103.802 1.29589),103.802,1.29589,,http://www.wikidata.org/entity/Q334,Singapore
http://www.wikidata.org/entity/Q1031192,Campinense Clube,http://www.wikidata.org/entity/Q975748,Amigão,Point(-35.880833 -7.253889),-35.880833,-7.253889,,http://www.wikidata.org/entity/Q193016,Campina Grande
http://www.wikidata.org/entity/Q1031200,Portland Timbers,http://www.wikidata.org/entity/Q262291,Providence Park,Point(-122.691666666 45.521388888),-122.6916667,45.52138889,,http://www.wikidata.org/entity/Q6106,Portland
http://www.wikidata.org/entity/Q1032444,Sestao Sport Club,http://www.wikidata.org/entity/Q3391679,Las Llanas Municipal Stadium,Point(-3.00972 43.3106),-3.00972,43.3106,,http://www.wikidata.org/entity/Q909707,Sestao
http://www.wikidata.org/entity/Q1033045,K.F.C. Verbroedering Geel,http://www.wikidata.org/entity/Q3250417,De Leunen,Point(4.96834 51.1703),4.96834,51.1703,,http://www.wikidata.org/entity/Q464454,Geel
http://www.wikidata.org/entity/Q1035297,Carabobo F.C.,http://www.wikidata.org/entity/Q5400379,Estadio Misael Delgado,Point(-68.0115 10.223403),-68.0115,10.223403,,http://www.wikidata.org/entity/Q54880,Valencia
http://www.wikidata.org/entity/Q1038858,Lorca Atlético CF,http://www.wikidata.org/entity/Q3325563,Estadio Francisco Artés Carrasco,Point(-1.735122 37.638817),-1.735122,37.638817,,http://www.wikidata.org/entity/Q47571,Lorca
http://www.wikidata.org/entity/Q1039641,Logroñés CF,http://www.wikidata.org/entity/Q1369314,Estadio Las Gaunas,Point(-2.453333 42.453333),-2.453333,42.453333,,,
http://www.wikidata.org/entity/Q1040719,Club Lleida Esportiu,http://www.wikidata.org/entity/Q2711030,Camp d'Esports,Point(0.614147 41.621267),0.614147,41.621267,33593,http://www.wikidata.org/entity/Q15090,Lleida
http://www.wikidata.org/entity/Q1042829,FC Taraz,http://www.wikidata.org/entity/Q1125989,Taraz Central Stadium,Point(71.382224 42.901751),71.382224,42.901751,,http://www.wikidata.org/entity/Q486545,Taraz
http://www.wikidata.org/entity/Q1044425,North Carolina FC,http://www.wikidata.org/entity/Q2540855,WakeMed Soccer Park,Point(-78.7551 35.7862),-78.7551,35.7862,,http://www.wikidata.org/entity/Q852665,Cary
http://www.wikidata.org/entity/Q1044640,Mouloudia Club of Algiers,http://www.wikidata.org/entity/Q1535159,Stade 5 Juillet 1962,Point(2.995194 36.759889),2.995194,36.759889,,http://www.wikidata.org/entity/Q3561,Algiers
http://www.wikidata.org/entity/Q1044651,Vegalta Sendai,http://www.wikidata.org/entity/Q1320435,Yurtec Stadium Sendai,Point(140.881944 38.319167),140.881944,38.319167,6395,http://www.wikidata.org/entity/Q46747,Sendai
http://www.wikidata.org/entity/Q1045202,Western Mass Pioneers,http://www.wikidata.org/entity/Q14715683,Lusitano Stadium,Point(-72.4699 42.1579),-72.4699,42.1579,,http://www.wikidata.org/entity/Q2302452,Ludlow
http://www.wikidata.org/entity/Q1045524,Montedio Yamagata,http://www.wikidata.org/entity/Q3496105,ND Soft Stadium Yamagata,Point(140.378558 38.336558),140.378558,38.336558,16190,http://www.wikidata.org/entity/Q385779,Tendo
http://www.wikidata.org/entity/Q1045811,FC Dordrecht,http://www.wikidata.org/entity/Q1139863,GN Bouw Stadion,Point(4.69 51.8025),4.69,51.8025,1455,http://www.wikidata.org/entity/Q26421,Dordrecht
http://www.wikidata.org/entity/Q1045883,Étoile FC,http://www.wikidata.org/entity/Q7271108,Queenstown Stadium,Point(103.802 1.29589),103.802,1.29589,,,
http://www.wikidata.org/entity/Q1046342,FC Yassi,http://www.wikidata.org/entity/Q798494,Kazhimukan Munaitpasov Stadium,Point(69.593568 42.335493),69.593568,42.335493,,,
http://www.wikidata.org/entity/Q1046367,Shandong Taishan F.C.,http://www.wikidata.org/entity/Q731124,Jinan Olympic Sports Center Stadium,Point(117.110052 36.656646),117.110052,36.656646,3182,http://www.wikidata.org/entity/Q170247,Jinan
http://www.wikidata.org/entity/Q1046445,Tampa Bay Rowdies,http://www.wikidata.org/entity/Q3101733,George M. Steinbrenner Field,Point(-82.506667 27.980278),-82.506667,27.980278,,http://www.wikidata.org/entity/Q49236,St. Petersburg
http://www.wikidata.org/entity/Q1046445,Tampa Bay Rowdies,http://www.wikidata.org/entity/Q6087682,Al Lang Stadium,Point(-82.6331 27.7685),-82.6331,27.7685,,http://www.wikidata.org/entity/Q49236,St. Petersburg
http://www.wikidata.org/entity/Q1046939,Raith Rovers F.C.,http://www.wikidata.org/entity/Q1142196,Stark's Park,Point(-3.16833611 56.09981389),-3.16833611,56.09981389,,http://www.wikidata.org/entity/Q691685,Kirkcaldy
http://www.wikidata.org/entity/Q1047182,Sichuan Guancheng F.C.,http://www.wikidata.org/entity/Q1069950,Chengdu Sports Centre,Point(104.06472222 30.66555556),104.0647222,30.66555556,,http://www.wikidata.org/entity/Q30002,Chengdu
http://www.wikidata.org/entity/Q1047535,Kyoto Sanga FC,http://www.wikidata.org/entity/Q7040605,Nishikyogoku Athletic Stadium,Point(135.713961 34.993478),135.713961,34.993478,593,http://www.wikidata.org/entity/Q34600,Kyoto
http://www.wikidata.org/entity/Q1048007,Køge Boldklub,http://www.wikidata.org/entity/Q6454075,Køge Idrætspark,Point(12.1778 55.4681),12.1778,55.4681,,http://www.wikidata.org/entity/Q21184,Køge
http://www.wikidata.org/entity/Q1048757,El Paso Patriots,http://www.wikidata.org/entity/Q7148029,Patriot Stadium,Point(-106.385 31.7715),-106.385,31.7715,33294,http://www.wikidata.org/entity/Q16562,El Paso
http://www.wikidata.org/entity/Q1049144,Sinchi FC,http://www.wikidata.org/entity/Q6315386,Jurong Stadium,Point(103.719 1.33327),103.719,1.33327,,,
http://www.wikidata.org/entity/Q201584,AEK F.C.,http://www.wikidata.org/entity/Q189663,Olympic Stadium of Athens,Point(23.7875 38.036111111),23.7875,38.03611111,,http://www.wikidata.org/entity/Q1524,Athens
http://www.wikidata.org/entity/Q206585,Hapoel Tel Aviv F.C.,http://www.wikidata.org/entity/Q130150,Bloomfield Stadium,Point(34.76148 32.05173),34.76148,32.05173,1017,http://www.wikidata.org/entity/Q33935,Tel Aviv
http://www.wikidata.org/entity/Q207462,FC Metalist Kharkiv,http://www.wikidata.org/entity/Q3585,Metalist Stadium,Point(36.261703 49.980858),36.261703,49.980858,6414,http://www.wikidata.org/entity/Q42308,Kharkiv
http://www.wikidata.org/entity/Q723644,NK Inter Zaprešić,http://www.wikidata.org/entity/Q3442505,Stadion ŠRC Zaprešić,Point(15.799722 45.864722),15.799722,45.864722,918,http://www.wikidata.org/entity/Q5408,Zaprešić
http://www.wikidata.org/entity/Q724798,Nakhon Pathom United F.C.,http://www.wikidata.org/entity/Q19860605,Nakhon Pathom Municipality Sport School Stadium,Point(100.055 13.7992),100.055,13.7992,,,
http://www.wikidata.org/entity/Q724832,FC Zbrojovka Brno,http://www.wikidata.org/entity/Q544985,Městský fotbalový stadion Srbská,Point(16.586276 49.227162),16.586276,49.227162,,http://www.wikidata.org/entity/Q14960,Brno
http://www.wikidata.org/entity/Q725018,Lierse S.K.,http://www.wikidata.org/entity/Q1610381,Herman Vanderpoortenstadion,Point(4.573611 51.144167),4.573611,51.144167,204,http://www.wikidata.org/entity/Q12460,Lier
http://www.wikidata.org/entity/Q725332,GIF Sundsvall,http://www.wikidata.org/entity/Q1780359,NP3 Arena,Point(17.301111111 62.394166666),17.30111111,62.39416667,,http://www.wikidata.org/entity/Q26476,Sundsvall
http://www.wikidata.org/entity/Q725367,Shanghai Shenhua F.C.,http://www.wikidata.org/entity/Q201773,Hongkou Football Stadium,Point(121.4762 31.2733),121.4762,31.2733,3183,http://www.wikidata.org/entity/Q8686,Shanghai
http://www.wikidata.org/entity/Q725506,FC Sibir Novosibirsk,http://www.wikidata.org/entity/Q1145610,Spartak Stadium,Point(82.92505556 55.03866667),82.92505556,55.03866667,,http://www.wikidata.org/entity/Q883,Novosibirsk
http://www.wikidata.org/entity/Q725916,NK Istra 1961,http://www.wikidata.org/entity/Q955357,Stadion Aldo Drosina,Point(13.851561 44.861565),13.851561,44.861565,999,http://www.wikidata.org/entity/Q4656,Pula
http://www.wikidata.org/entity/Q726266,Vaasan Palloseura,http://www.wikidata.org/entity/Q1759119,Hietalahti Stadium,Point(21.627778 63.085278),21.627778,63.085278,1102,http://www.wikidata.org/entity/Q125080,Vaasa
http://www.wikidata.org/entity/Q726271,HNK Cibalia,http://www.wikidata.org/entity/Q3443129,Stadion HNK Cibalia,Point(18.797382 45.283742),18.797382,45.283742,314,http://www.wikidata.org/entity/Q221495,Vinkovci
http://www.wikidata.org/entity/Q726285,FC Gomel,http://www.wikidata.org/entity/Q2661079,Central Stadium,Point(31.012361111 52.436527777),31.01236111,52.43652778,10694,http://www.wikidata.org/entity/Q2678,Gomel
http://www.wikidata.org/entity/Q726451,JK Sillamäe Kalev,http://www.wikidata.org/entity/Q3436085,Sillamäe Kalevi Stadium,Point(27.772594 59.394967),27.772594,59.394967,,http://www.wikidata.org/entity/Q207748,Sillamäe
http://www.wikidata.org/entity/Q726810,Real Unión,http://www.wikidata.org/entity/Q1493662,Stadium Gal,Point(-1.785833 43.345556),-1.785833,43.345556,,http://www.wikidata.org/entity/Q200201,Irun
http://www.wikidata.org/entity/Q727093,CD Baskonia,http://www.wikidata.org/entity/Q108120921,Artunduaga,Point(-2.881455102 43.232441942),-2.881455102,43.23244194,,http://www.wikidata.org/entity/Q765496,Basauri
http://www.wikidata.org/entity/Q727111,Hollywood United F.C.,http://www.wikidata.org/entity/Q5188850,Crossroads School,Point(-118.473888888 34.024444444),-118.4738889,34.02444444,,http://www.wikidata.org/entity/Q34006,Hollywood
http://www.wikidata.org/entity/Q727135,Kecskeméti TE,http://www.wikidata.org/entity/Q637344,Széktói Stadion,Point(19.668889 46.901389),19.668889,46.901389,,http://www.wikidata.org/entity/Q171357,Kecskemét
http://www.wikidata.org/entity/Q727147,FC Khimki,http://www.wikidata.org/entity/Q641333,Arena Khimki,Point(37.45416667 55.88527778),37.45416667,55.88527778,3719,http://www.wikidata.org/entity/Q197582,Khimki
http://www.wikidata.org/entity/Q727147,FC Khimki,http://www.wikidata.org/entity/Q4395765,Rodina Stadium,Point(37.459 55.903),37.459,55.903,3719,http://www.wikidata.org/entity/Q197582,Khimki
http://www.wikidata.org/entity/Q727280,FC Villa Clara,http://www.wikidata.org/entity/Q633424,Estadio Augusto César Sandino,Point(-79.955 22.404167),-79.955,22.404167,,http://www.wikidata.org/entity/Q280795,Remedios
http://www.wikidata.org/entity/Q727918,Motor Lublin,http://www.wikidata.org/entity/Q9341160,Arena Lublin,Point(22.5575 51.2319),22.5575,51.2319,3527,http://www.wikidata.org/entity/Q37333,Lublin
http://www.wikidata.org/entity/Q728003,Enosis Neon Trust,http://www.wikidata.org/entity/Q5514611,GSP Stadium (1902),Point(33.3558 35.168),33.3558,35.168,,http://www.wikidata.org/entity/Q3856,Nicosia
http://www.wikidata.org/entity/Q728557,Floriana F.C.,http://www.wikidata.org/entity/Q1354010,Ta' Qali National Stadium,Point(14.415372222 35.894863888),14.41537222,35.89486389,10603,http://www.wikidata.org/entity/Q832807,Floriana
http://www.wikidata.org/entity/Q729560,Randers FC,http://www.wikidata.org/entity/Q784770,AutoC Park Randers,Point(10.01027778 56.46583333),10.01027778,56.46583333,5724,http://www.wikidata.org/entity/Q27168,Randers
http://www.wikidata.org/entity/Q729890,Club Deportivo Árabe Unido,http://www.wikidata.org/entity/Q3495522,Estadio Armando Dely Valdés,Point(-79.89584 9.344049),-79.89584,9.344049,,http://www.wikidata.org/entity/Q12825018,Colón City
http://www.wikidata.org/entity/Q730124,FC TVMK Tallinn,http://www.wikidata.org/entity/Q304666,Kadriorg Stadium,Point(24.783444444 59.434472222),24.78344444,59.43447222,,http://www.wikidata.org/entity/Q1770,Tallinn
http://www.wikidata.org/entity/Q730219,Korona Kielce,http://www.wikidata.org/entity/Q2002170,Kielce City Stadium,Point(20.624722 50.861389),20.624722,50.861389,6110,http://www.wikidata.org/entity/Q102317,Kielce
http://www.wikidata.org/entity/Q730809,Nîmes Olympique,http://www.wikidata.org/entity/Q1128628,Stade des Costières,Point(4.359278 43.815972),4.359278,43.815972,1160,http://www.wikidata.org/entity/Q42807,Nîmes
http://www.wikidata.org/entity/Q730907,Union Luxembourg,http://www.wikidata.org/entity/Q2263835,Stade Achille Hammerel,Point(6.140277777 49.604722222),6.140277777,49.60472222,,http://www.wikidata.org/entity/Q1842,Luxembourg
http://www.wikidata.org/entity/Q731372,Asker Fotball,http://www.wikidata.org/entity/Q5511733,Føyka Stadion,Point(10.427929 59.834889),10.427929,59.834889,,http://www.wikidata.org/entity/Q56869,Asker
http://www.wikidata.org/entity/Q731425,Club Deportivo Móstoles,http://www.wikidata.org/entity/Q5400188,Estadio El Soto,Point(-3.8942758 40.3258215),-3.8942758,40.3258215,,,
